váldot	váldot	+?
cuiggodit	formane
movttiidahttit	oppmuntre
vuoittáhallat	tape
ákkastallat	argumentere
vuhttot	spores
sivahallat	anklage_for
vuvdot	vuvdot	+?
čadnot	knyttes_til
goddot	goddot	+?
deaddilit	trykke
doahttalit	akte
jurdilit	tenke_en_tanke
dadjalit	si_fort
cavgilit	tipse
riŋgestit	ringe
dubmehallat	bli_dømt
rabastit	åpne
ovttastallat	være_sammen
bázahallat	bli_etter
láidestit	láidestit	+?
čievččastit	sparke
coggalit	putte_fort
gávnnadit	møtes
gávnnahallat	bli_oppdaget
viššalit	flittig
bággehallat	tvinges
gaikkodit	gaikkodit	+?
vuojadit	svømme
ráfáidahttit	ráfáidahttit	+?
čálestit	notere
duššadit	duššadit	+?
čilgestit	čilgestit	+?
láhttestit	utbryte_plutselig
bidjalit	legge
gessot	bli_dradd
čoggot	čoggot	+?
smiehtadit	tenke
čálistit	skrive_litt
vuojahallat	vuojahallat	+?
sáhkkohallat	sáhkkohallat	+?
rohttestit	rohttestit	+?
čohkkádit	sitte
bávččagahttit	bli_såret
válddahallat	válddahallat	+?
bohciidahttit	bohciidahttit	+?
liikostit	straks_like
cakkadit	cakkadit	+?
čuohpadit	skjære_seg
čovdot	čovdot	+?
rohttehit	rohttehit	+?
fárrehit	fárrehit	+?
duvdilit	duvdilit	+?
doddjot	brekke
lihkahallat	berøre
iđistit	dukke_opp_plustelig_eller_fort
masttadit	masttadit	+?
ájihit	hefte_bort
veardádallat	veardádallat	+?
fállot	fállot	+?
fuolastuvvat	fuolastuvvat	+?
doaladit	holde_på_noe
birgehallat	birgehallat	+?
sorrot	bli_flokete
moddjestit	smile_kort
juoiggadit	holde_på_så_smått_med_å_joike
gullostit	plutselig_høres
gohččodit	gohččodit	+?
vurkkodit	vurkkodit	+?
roahkastit	huke
duolmmastit	trø
čáhkkehit	čáhkkehit	+?
lahkonišgoahtit	begynne_å_nærme_seg
luoitilit	slippe_i_hast
nanusmahttit	nanusmahttit	+?
beasadit	beasadit	+?
dagadit	dagadit	+?
válddestit	válddestit	+?
gottáhallat	gottáhallat	+?
čukkohallat	čukkohallat	+?
sáhkohallat	sáhkohallat	+?
muitalastit	muitalastit	+?
bonjastit	vri
čuolastit	hogge
viegadit	viegadit	+?
časkilit	časkilit	+?
gulastit	gulastit	+?
anihit	anihit	+?
njuikkodit	hoppe
lihcohallat	lihcohallat	+?
vuojáhallat	vuojáhallat	+?
vuojestit	vuojestit	+?
birgehit	birgehit	+?
čuojadit	čuojadit	+?
fieradit	rulle
deaivvahallat	deaivvahallat	+?
válmmaštallat	válmmaštallat	+?
čirrot	čirrot	+?
áddestallat	herme
ožžodit	ožžodit	+?
loaiddastit	tre_fram
huksehit	huksehit	+?
velohallat	ligge_og_strekke_seg
siiddastallat	siiddastallat	+?
loktestit	løfte
namuhastit	nevne_i_forbifarten
muitaladdat	muitaladdat	+?
lihkastit	bevege
juoŋastit	fiske_med_garn_under_isen
buokčalit	dykke
árvalastit	árvalastit	+?
gildot	gildot	+?
fillehallat	bli_forledet
vuojistit	vuojistit	+?
lohkkot	avregnes
hohpohallat	hohpohallat	+?
easttadit	easttadit	+?
niibbástallat	niibbástallat	+?
meinnestuvvat	lykkes
guođđilit	forlate
almmustuvvot	almmustuvvot	+?
čuohpastit	čuohpastit	+?
vuorddihit	vuorddihit	+?
guovlladit	kikke
rámpostit	rose
njorostallat	drive_på_å_kaste_lasso
vuoiŋŋastallat	vuoiŋŋastallat	+?
fuoladit	fuoladit	+?
ogohallat	ogohallat	+?
dearpalit	klubbe
áđđestallat	herme
ražastit	ražastit	+?
huškkohallat	huškkohallat	+?
heivehallat	arrondere
fáhtehallat	fáhtehallat	+?
čohkkehit	čohkkehit	+?
gurrehallat	gurrehallat	+?
govddodit	holde_på_å_flyte
veahkehallat	veahkehallat	+?
orodit	oppholde_seg
oahppaladdat	oahppaladdat	+?
bovdehit	bovdehit	+?
bijadit	bijadit	+?
jugadit	jugadit	+?
humahallat	få_til_å_snakke
dohppehit	få_et_napp
cummástallat	kline
cummestit	kysse
borggistit	ryke
ásadit	ásadit	+?
rokkastit	ta_fram
lávllastit	lávllastit	+?
vulgot	vulgot	+?
oidnostit	vises_litt
čorgestit	rydde_fort
čanastit	čanastit	+?
jearadit	spørre
hárjehaddat	øve
guđđot	guđđot	+?
goazastit	bremse
savvot	savvot	+?
rájadit	rájadit	+?
rissehallat	rissehallat	+?
dajadit	dajadit	+?
čilgedit	čilgedit	+?
njuorasmahttit	ydmyke
njuikestit	njuikestit	+?
manadit	manadit	+?
gierddahallat	gierddahallat	+?
geahčastallat	kaste_et_blikk_på_av_og_til
borastit	spise
borahallat	borahallat	+?
árvaladdat	árvaladdat	+?
rievdadallat	rievdadallat	+?
njávkkastit	stryke_litt
guoskkahallat	holde_på_å_berøre
guoradit	guoradit	+?
gohčohallat	gohčohallat	+?
duolmmadit	duolmmadit	+?
sivahaddat	sivahaddat	+?
fággádallat	fággádallat	+?
buvttihit	rekke
čájehastit	vise_fort
divustit	rette_på
vihkkehallat	vihkkehallat	+?
skirvehallat	sveve
fierralit	rulle
čippostallat	čippostallat	+?
máhcastit	brette
čievččadit	čievččadit	+?
noaiddástallat	noaiddástallat	+?
himáhallat	kremte
barggadit	barggadit	+?
rabadit	rabadit	+?
náitaladdat	náitaladdat	+?
jovssahallat	jovssahallat	+?
jorralit	jorralit	+?
čáŋadit	čáŋadit	+?
čohkkáhit	čohkkáhit	+?
prentehit	prentehit	+?
dadjalastit	dadjalastit	+?
buorádallat	buorádallat	+?
šlivggodit	šlivggodit	+?
lovttohallat	løfte
hoahkalit	hoahkalit	+?
fanahallat	holde_på_å_tøye
bálkkodit	bálkkodit	+?
čavggadit	čavggadit	+?
ráhkadastit	ráhkadastit	+?
jovgot	jovgot	+?
duolmmahallat	duolmmahallat	+?
dollehit	dollehit	+?
dohppehallat	få_anfall
árvvosmahttit	stimulere
vihkkehit	vihkkehit	+?
vealládit	ligge
seivvodit	seivvodit	+?
orostallat	orostallat	+?
njáhkalit	liste_seg_fram
gurrehit	gurrehit	+?
guossalit	guossalit	+?
gahčadit	gahčadit	+?
dolvvodit	dolvvodit	+?
ceggestit	reise_noe_opp_fort
bijahallat	få_i_oppdrag
čuodjalit	čuodjalit	+?
čorpmahallat	bli_slått_med_knyttneven
čorgehit	čorgehit	+?
čohkkestit	čohkkestit	+?
čielggasmahttit	čielggasmahttit	+?
sáhtostallat	sáhtostallat	+?
sisačálihit	sisačálihit	+?
okkodit	okkodit	+?
njámastit	njámastit	+?
jorggáhallat	jorggáhallat	+?
duldehit	koke_opp
doarrádallat	doarrádallat	+?
čuojahallat	čuojahallat	+?
čanadit	čanadit	+?
njágadit	njágadit	+?
borralit	spise
bláđedit	bláđedit	+?
bisánaddat	bisánaddat	+?
birgestit	birgestit	+?
čáhkkedit	čáhkkedit	+?
časkkáhallat	časkkáhallat	+?
virkkosmahttit	virkkosmahttit	+?
sárggodit	holde_på_med_å_tegne
jietnadallat	si_noe_flere_ganger
gálggadit	gálggadit	+?
guottihit	guottihit	+?
gullostallat	ryktes
golahallat	forbruke
ellot	ellot	+?
doalahallat	holde_igjen
čuggestit	stikke
čievččahallat	čievččahallat	+?
vuoiddadit	vuoiddadit	+?
sáhpodit	sáhpodit	+?
sattáhallat	sattáhallat	+?
ruohtadit	ruohtadit	+?
roahkadit	roahkadit	+?
lonohaddat	lonohaddat	+?
liikostuvvat	liikostuvvat	+?
guorastit	guorastit	+?
suotnjalit	suotnjalit	+?
seavvilit	vinke
ráiddostallat	ráiddostallat	+?
lohkalit	lohkalit	+?
logastit	logastit	+?
golggadit	golggadit	+?
gizzulit	gizzulit	+?
gevrehallat	gevrehallat	+?
doalvulit	doalvulit	+?
cápmáhallat	cápmáhallat	+?
cielahallat	cielahallat	+?
čoaggilit	čoaggilit	+?
váttásmahttit	váttásmahttit	+?
sávnnodit	sávnnodit	+?
sákkastit	sákkastit	+?
gálgalit	gálgalit	+?
gulahaddat	gulahaddat	+?
cakkastit	cakkastit	+?
biggot	luftes
bahkkehit	tvinge_noe_på_andre
árvádaddat	árvádaddat	+?
veddot	veddot	+?
sávnnjodit	sávnnjodit	+?
sojadit	sojadit	+?
ráimmahallat	ráimmahallat	+?
njulgehit	njulgehit	+?
nanustit	nanustit	+?
jorahallat	snurre_rundt
hávskkohallat	hávskkohallat	+?
garadit	garadit	+?
dearppastit	dearppastit	+?
bissostallat	bissostallat	+?
arvvosmahttit	arvvosmahttit	+?
čukkodit	čukkodit	+?
sávadit	sávadit	+?
sojahallat	sojahallat	+?
njuolggadit	njuolggadit	+?
luoddanaddat	luoddanaddat	+?
guođahallat	guođahallat	+?
gottihit	gottihit	+?
gopmárdallat	gopmárdallat	+?
gallehit	mette
gaikodit	gaikodit	+?
fidnehit	fidnehit	+?
botnjalit	botnjalit	+?
bijastit	bijastit	+?
čuldot	stryke
šlivgasaddat	šlivgasaddat	+?
čiehkalit	čiehkalit	+?
čatnalit	čatnalit	+?
čaimmadit	čaimmadit	+?
áráhallat	áráhallat	+?
vástádallat	vástádallat	+?
stáđásmahttit	stáđásmahttit	+?
oainnáhallat	oainnáhallat	+?
noiddohallat	noiddohallat	+?
nohkadit	nohkadit	+?
lágastallat	lágastallat	+?
liggestit	liggestit	+?
háladit	háladit	+?
gárgehit	gárgehit	+?
gákkastit	gákkastit	+?
gáddjot	gáddjot	+?
gussostallat	gussostallat	+?
fierpmástallat	fiske_med_garn
dulvvastit	dulvvastit	+?
doidilit	skylle
buonjostit	buonjostit	+?
bovdestit	bovdestit	+?
botkehit	botkehit	+?
boalddestit	boalddestit	+?
čoavdilit	løse
čierostuvvat	čierostuvvat	+?
ávkkohallat	ávkkohallat	+?
ánustit	ánustit	+?
vuhtodit	bysse
suibbodit	suibbodit	+?
suhtastuvvat	suhtastuvvat	+?
seavestit	seavestit	+?
seanadit	seanadit	+?
rávkalit	rávkalit	+?
oainnihit	oainnihit	+?
nuonddahallat	nuonddahallat	+?
norddastit	norddastit	+?
njuikehit	njuikehit	+?
leaikkastaddat	leaikkastaddat	+?
imaštaddat	imaštaddat	+?
gáimmadit	gáimmadit	+?
gurrestit	gurrestit	+?
gorodit	gorodit	+?
gielástallat	gielástallat	+?
garvvihit	garvvihit	+?
fiinnohallat	fiinnohallat	+?
duolbmalit	duolbmalit	+?
duokŋadit	duokŋadit	+?
dearvvasmahttit	dearvvasmahttit	+?
cavgilastit	cavgilastit	+?
báhkkodit	ta_til_orde
botnjasaddat	botnjasaddat	+?
birgestuvvat	birgestuvvat	+?
basistit	basistit	+?
čájáhaddat	čájáhaddat	+?
čuoggulit	čuoggulit	+?
áddehaddat	forstå_hverandre
vuoidalit	smøre_fort
sáimmastallat	fiske_med_finmasket_garn
sodjalit	sodjalit	+?
sirddihit	sirddihit	+?
ordnestallat	ordnestallat	+?
oaguhallat	oaguhallat	+?
moddjádit	moddjádit	+?
melodit	melodit	+?
luddestit	flekke_fisk
lađastit	lađastit	+?
jeđđestit	jeđđestit	+?
ihttohallat	se_syner
heivehaddat	heivehaddat	+?
heivedit	heivedit	+?
gáskkáhallat	gáskkáhallat	+?
fárrestit	fárrestit	+?
dorohallat	dorohallat	+?
doabastit	doabastit	+?
darvánaddat	darvánaddat	+?
cuvkehit	cuvkehit	+?
bázáhallat	bázáhallat	+?
čáskkadit	čáskkadit	+?
čuoladit	čuoladit	+?
čoavddihit	čoavddihit	+?
čoakkestit	čoakkestit	+?
šlundádit	šlundádit	+?
čirrostit	čirrostit	+?
vilggodit	blekne
veahkehaddat	veahkehaddat	+?
sártnodit	sártnodit	+?
soabbulit	soabbulit	+?
ráhkadaddat	ráhkadaddat	+?
roahkasmahttit	roahkasmahttit	+?
oččohallat	oččohallat	+?
ollestuvvat	ollestuvvat	+?
oahpahaddat	oahpahaddat	+?
nuorasmahttit	nuorasmahttit	+?
muittohallat	muittohallat	+?
mievžžastit	mievžžastit	+?
merkehit	merkehit	+?
luoittihit	fare
lihkahaddat	lihkahaddat	+?
jorgaladdat	jorgaladdat	+?
jeđđedit	trøste
jearahaddat	jearahaddat	+?
gávnnahaddat	bli_oppdaget
girddáhallat	girddáhallat	+?
geasihit	geasihit	+?
fállalit	fállalit	+?
eastalit	eastalit	+?
eahpádallat	eahpádallat	+?
dáhpehallat	dáhpehallat	+?
dohppestallat	dohppestallat	+?
doddjostaddat	doddjostaddat	+?
doajestit	doajestit	+?
bassalit	bassalit	+?
čorpmadit	čorpmadit	+?
čirodit	holde_på_å_gråte
čilgestallat	čilgestallat	+?
šealgádit	šealgádit	+?
čahpalit	čahpalit	+?
áddestaddat	herme
vuoiddastit	vuoiddastit	+?
vanahallat	vanahallat	+?
sávvalit	sávvalit	+?
suonjadit	suonjadit	+?
ráhkadallat	ráhkadallat	+?
riŋgestallat	riŋgestallat	+?
náđustit	náđustit	+?
murdilit	murdilit	+?
luvdestit	luvdestit	+?
lubmedit	lubmedit	+?
jáhkestuvvat	jáhkestuvvat	+?
jorgalastit	jorgalastit	+?
hohpohaddat	hohpohaddat	+?
hoaladit	hoaladit	+?
gávastallat	gjespe
gárostuvvat	gárostuvvat	+?
gárggiidahttit	gárggiidahttit	+?
gáhčadit	gáhčadit	+?
gavistit	gavistit	+?
garrodallat	garrodallat	+?
garastallat	garastallat	+?
fárrestallat	fárrestallat	+?
fáhtehaddat	fáhtehaddat	+?
furkkodit	furkkodit	+?
ealláhit	ealláhit	+?
duođaštallat	duođaštallat	+?
doahpulit	doahpulit	+?
dearvvahaddat	dearvvahaddat	+?
dahkalit	dahkalit	+?
bálkulit	bálkulit	+?
bođastit	bođastit	+?
bosttahallat	bosttahallat	+?
bonjahallat	bonjahallat	+?
bieđganaddat	bieđganaddat	+?
bealkkestuvvat	bealkkestuvvat	+?
attistit	attistit	+?
čáhppádit	čáhppádit	+?
čuoibmulit	stake_avsted,_stake_litt
čuggestallat	čuggestallat	+?
čohkkedeastit	čohkkedeastit	+?
šelggodit	šelggodit	+?
časkkestit	časkkestit	+?
čalastit	čalastit	+?
áhpásmahttit	áhpásmahttit	+?
vuhttodit	vuhttodit	+?
sáhttot	sáhttot	+?
sáhkohaddat	sáhkohaddat	+?
surggiidahttit	surggiidahttit	+?
suovastuvvat	suovastuvvat	+?
sihkodit	sihkodit	+?
ruvvedit	ruvvedit	+?
roahkkasaddat	roahkkasaddat	+?
ravgehit	ravgehit	+?
orustastit	orustastit	+?
ordnedit	ordnedit	+?
ohkoladdat	ohkoladdat	+?
oamastallat	oamastallat	+?
njurggohallat	njurggohallat	+?
njiellalit	njiellalit	+?
njeaiddihit	njeaiddihit	+?
njahkalit	njahkalit	+?
mannalit	mannalit	+?
lapmalit	lapmalit	+?
jolggadit	driste_seg_til
jievžžadit	herme
ijastaddat	overnatte
hoiggadit	hoiggadit	+?
gárgedit	gárgedit	+?
gárastit	gárastit	+?
guođihit	guođihit	+?
gordot	gordot	+?
goargŋulit	goargŋulit	+?
geažádallat	geažádallat	+?
garvvestit	garvvestit	+?
galbmodit	galbmodit	+?
dássádallat	balansere
dássádaddat	dássádaddat	+?
dulmmohallat	dulmmohallat	+?
doškkodit	doškkodit	+?
doškestit	doškestit	+?
dolvvohallat	dolvvohallat	+?
dihtoštallat	dihtoštallat	+?
deattihit	deattihit	+?
deaivvahaddat	deaivvahaddat	+?
dassalit	dassalit	+?
cábmohallat	cábmohallat	+?
cealkilit	cealkilit	+?
báŋadit	báŋadit	+?
bázahaddat	bli_igjen
buohccáhit	buohccáhit	+?
božistit	božistit	+?
božihit	božihit	+?
božestit	božestit	+?
bostohallat	bostohallat	+?
borššodit	borššodit	+?
biđgehit	biđgehit	+?
birccostit	kaste_terning
bealkkihit	bealkkihit	+?
banihit	banihit	+?
bahkkedit	bahkkedit	+?
čuoskulit	čuoskulit	+?
čogastit	čogastit	+?
čoagganaddat	čoagganaddat	+?
šloahtalit	šloahtalit	+?
čiđistit	čiđistit	+?
čielgadallat	čielgadallat	+?
čiehkádaddat	čiehkádaddat	+?
časkkihit	časkkihit	+?
čalgalit	čalgalit	+?
ávvudallat	ávvudallat	+?
árvvoštaddat	árvvoštaddat	+?
állestit	állestit	+?
ákkastaddat	ákkastaddat	+?
vázzot	vázzot	+?
válmmastallat	válmmastallat	+?
váiddáhallat	váiddáhallat	+?
vanadit	vanadit	+?
táhpehallat	táhpehallat	+?
sággalit	sággalit	+?
suvddihit	suvddihit	+?
stuorádallat	stuorádallat	+?
soiccistit	soiccistit	+?
soaimmahallat	soaimmahallat	+?
skuldohallat	skuldohallat	+?
rámškkodit	rámškkodit	+?
ruskestit	ruskestit	+?
rokkadit	rokkadit	+?
rohttedit	rohttedit	+?
ovttaidahttit	ovttaidahttit	+?
orostaddat	orostaddat	+?
oađástallat	oađástallat	+?
oađestit	oađestit	+?
oasástallat	oasástallat	+?
njárbbodit	njárbbodit	+?
njuikulit	njuikulit	+?
njozohallat	njozohallat	+?
njieladit	njieladit	+?
njalddestit	njalddestit	+?
namahastit	namahastit	+?
nahkáhallat	nahkáhallat	+?
máinnodit	máinnodit	+?
muddehit	muddehit	+?
miehkástallat	miehkástallat	+?
láidehallat	láidehallat	+?
láhpihit	láhpihit	+?
lábmehit	lábmehit	+?
ložžedit	ložžedit	+?
loaččadit	loaččadit	+?
liikodit	liikodit	+?
leŋgestit	leŋgestit	+?
jorahaddat	jorahaddat	+?
jalahastit	jalahastit	+?
illudallat	illudallat	+?
himáhaddat	himáhaddat	+?
hilggodit	hilggodit	+?
heillodit	heillodit	+?
guohcagahttit	guohcagahttit	+?
guldalastit	guldalastit	+?
gulastallat	gulastallat	+?
gosadit	gosadit	+?
gorgŋehit	gorgŋehit	+?
gilvvohaddat	gilvvohaddat	+?
gillástit	gillástit	+?
gillestuvvat	gillestuvvat	+?
gierddastuvvat	gierddastuvvat	+?
garcestit	garcestit	+?
gakculit	gakculit	+?
gaccohallat	gaccohallat	+?
fillestit	fillestit	+?
fillehaddat	fillehaddat	+?
fatnalit	fatnalit	+?
dánsestallat	dánsestallat	+?
dánccadit	dánccadit	+?
dusttohallat	dusttohallat	+?
duolddadit	surre
dovddastallat	dovddastallat	+?
dorjjodit	dorjjodit	+?
dorjestit	dorjestit	+?
doiddestit	doiddestit	+?
diládit	diládit	+?
dagahallat	dagahallat	+?
cuvccastit	cuvccastit	+?
ceaggádit	ceaggádit	+?
bárddestit	bárddestit	+?
bálkestallat	bálkestallat	+?
báittestit	báittestit	+?
báitilit	báitilit	+?
báhcahallat	báhcahallat	+?
bággestallat	bággestallat	+?
bossulit	bossulit	+?
bordilit	bordilit	+?
biđgedit	biđgedit	+?
barggastit	barggastit	+?
bahkkestit	bahkkestit	+?
šávdot	šávdot	+?
čálástallat	čálástallat	+?
čállilit	čállilit	+?
čádjádallat	čádjádallat	+?
šuvgalit	šuvgalit	+?
čuskkodit	sprette_og_hoppe
čuožžáladdat	čuožžáladdat	+?
čuovggáhallat	čuovggáhallat	+?
čuoldilit	čuoldilit	+?
čuolddihit	čuolddihit	+?
čuoibmuladdat	stake,_holde_på_med_å
čohkkestallat	čohkkestallat	+?
čogadit	čogadit	+?
čoakkistit	čoakkistit	+?
čoahkkanaddat	čoahkkanaddat	+?
šlábárdallat	šlábárdallat	+?
šloađastit	šloađastit	+?
čierastaddat	čierastaddat	+?
čiekŋulit	čiekŋulit	+?
čiekčalit	čiekčalit	+?
šearasmahttit	šearasmahttit	+?
čavgestit	čavgestit	+?
čarvvastit	čarvvastit	+?
árpmoštallat	árpmoštallat	+?
ájáhallat	ájáhallat	+?
vákšostit	vákšostit	+?
vákšodit	vákšodit	+?
vuođđudallat	vuođđudallat	+?
vuolgaladdat	vuolgaladdat	+?
vuoiŋŋastaddat	vuoiŋŋastaddat	+?
vuodjilit	vuodjilit	+?
vuigestit	vuigestit	+?
velohaddat	velohaddat	+?
vavddadit	sette_seg_fast
vanahaddat	vanahaddat	+?
tevdnedit	tevdnedit	+?
sárgulit	sárgulit	+?
sárastit	sárastit	+?
ságastaddat	ságastaddat	+?
suhpodit	sette_ut,_kaste_drivgarn
soarddáhallat	soarddáhallat	+?
skihppodit	skihppodit	+?
sivlot	sivlot	+?
savnnjáhallat	savnnjáhallat	+?
salodit	salodit	+?
rátkot	rátkot	+?
ráimmahaddat	ráimmahaddat	+?
ruovggadit	ruovggadit	+?
runddihit	runddihit	+?
rišadit	rišadit	+?
riehkadit	riehkadit	+?
rađastit	rađastit	+?
ozahallat	ozahallat	+?
náđodit	náđodit	+?
nájadit	nájadit	+?
njuvddestit	njuvddestit	+?
njurdot	njurdot	+?
njuorranaddat	njuorranaddat	+?
njulláhallat	njulláhallat	+?
njiejadit	njiejadit	+?
njalppihit	njalppihit	+?
njalddistit	njalddistit	+?
nevvot	nevvot	+?
namahallat	namahallat	+?
máinnastallat	máinnastallat	+?
murjedit	murjedit	+?
moriidahttit	moriidahttit	+?
mokkárdallat	mokkárdallat	+?
misttahallat	misttahallat	+?
mieđáhallat	mieđáhallat	+?
meroštaddat	meroštaddat	+?
lávggadit	lávggadit	+?
lássestit	låse
láigohaddat	láigohaddat	+?
luoikkahallat	luoikkahallat	+?
luoikkahaddat	luoikkahaddat	+?
luoikalit	luoikalit	+?
lonehit	lonehit	+?
lohpádaddat	lohpádaddat	+?
logahaddat	logahaddat	+?
livžžodit	fare_og_vimse
livššadit	livššadit	+?
lamadit	lamadit	+?
juoiggastallat	juoiggastallat	+?
huksestallat	huksestallat	+?
hohkahallat	hohkahallat	+?
hivvehallat	hivvehallat	+?
heŋgostit	heŋgostit	+?
heaŋgáhit	heaŋgáhit	+?
healkkáhallat	healkkáhallat	+?
havssestit	havssestit	+?
gállehit	gállehit	+?
guolástaddat	guolástaddat	+?
gopmárdaddat	gopmárdaddat	+?
goksot	goksot	+?
goikkodit	goikkodit	+?
gohccot	gohccot	+?
goarbmulit	goarbmulit	+?
goalŋŋadit	goalŋŋadit	+?
gielddihit	gielddihit	+?
geasáhallat	geasáhallat	+?
geahpadallat	geahpadallat	+?
garastaddat	garastaddat	+?
gahčalit	gahčalit	+?
fáskot	fáskot	+?
firodit	firodit	+?
fievrrádallat	fievrrádallat	+?
fanadit	fanadit	+?
erohallat	skille
dámadit	dámadit	+?
dálledit	dálledit	+?
dusttodit	dusttodit	+?
duoradit	duoradit	+?
duolmmahaddat	duolmmahaddat	+?
duohpalit	duohpalit	+?
duobahallat	duobahallat	+?
duobadit	hale
dulvalit	dulvalit	+?
dulbestit	dulbestit	+?
duhkuštallat	duhkuštallat	+?
duddjostallat	duddjostallat	+?
dubmehaddat	dubmehaddat	+?
doškkohallat	doškkohallat	+?
dovdáhit	dovdáhit	+?
dohkkestuvvat	dohkkestuvvat	+?
devdohallat	devdohallat	+?
deavddihit	deavddihit	+?
cábastit	cábastit	+?
cuvkkodit	cuvkkodit	+?
cokkadit	cokkadit	+?
coggalastit	coggalastit	+?
coggaladdat	coggaladdat	+?
cissastit	cissastit	+?
cissadit	cissadit	+?
ciekkastit	ciekkastit	+?
cealkkestit	cealkkestit	+?
cahkiidahttit	cahkiidahttit	+?
bážáhallat	bážáhallat	+?
bártádaddat	bártádaddat	+?
bálgalit	bálgalit	+?
bággehaddat	bággehaddat	+?
buváhallat	buváhallat	+?
buođđulit	buođđulit	+?
buorádaddat	buorádaddat	+?
buokčaladdat	buokčaladdat	+?
buohccádit	buohccádit	+?
buktilit	buktilit	+?
botnjalastit	botnjalastit	+?
borastuvvat	borastuvvat	+?
boltasaddat	boltasaddat	+?
boktilit	boktilit	+?
bohkosaddat	bohkosaddat	+?
boađestit	boađestit	+?
boagustallat	boagustallat	+?
bivdilit	bivdilit	+?
bivddihit	bivddihit	+?
birgehaddat	birgehaddat	+?
biládallat	biládallat	+?
biigostit	gjøre_piketjeneste
bievlladit	bievlladit	+?
biepmadit	biepmadit	+?
bidjalastit	bidjalastit	+?
beloštallat	beloštallat	+?
beasahallat	beasahallat	+?
beasadallat	beasadallat	+?
barggastallat	barggastallat	+?
barddestit	barddestit	+?
ballástallat	bli_litt_redd_flere_ganger
balddáhaddat	balddáhaddat	+?
baikkihit	baikkihit	+?
azistit	azistit	+?
